product_id,product_name,Product_Category,Product_Brand,Product_Type,Customer_ID,order_id
12087,Xiaomi Mi,Electronics,Samsung,Smartphone,66999,7364896
12103,Google Pixel,Electronics,Sony,Smartphone,82649,3975741
12118,Tomato juice,Grocery,Pepsi,Juice,36835,1826888
12139,Curtains,Home Decor,IKEA,Decorations,42970,3341955
12148,Dust ruffle,Home Decor,Bed Bath & Beyond,Bedding,15904,2093553
12169,High-waisted jeans,Clothing,Zara,Jeans,36888,1517852
12179,Distilled water,Grocery,Pepsi,Water,63081,8906640
12182,Spring water,Grocery,Pepsi,Water,19913,9263788
12184,Mystery,Books,Penguin Books,Fiction,93243,8542944
12187,Smart refrigerator,Electronics,Whirepool,Fridge,25378,2586663
12191,Adventure,Books,Random House,Fiction,72468,1185947
12192,Scoop neck tee,Clothing,Adidas,T-shirt,52516,1482725
12207,Samsung Galaxy,Electronics,Samsung,Smartphone,24853,3291783
12210,Wrench,Home Decor,Home Depot,Tools,66553,9293905
12235,Energy drink,Grocery,Coca-Cola,Soft Drink,30481,7118492
12238,Android TV,Electronics,Samsung,Television,72139,2174573
12249,Floor lamps,Home Decor,IKEA,Lighting,40412,8069068
12260,History,Books,HarperCollins,Non-Fiction,82571,1207448
12264,Microwave,Home Decor,Bed Bath & Beyond,Kitchen,45660,1842284
12267,Adventure,Books,HarperCollins,Fiction,27474,4691048
12269,Grape soda,Grocery,Coca-Cola,Soft Drink,41123,1056354
12271,Slippers,Clothing,Adidas,Shoes,87515,5899113
12284,Coconut water,Grocery,Pepsi,Water,29734,5423022
12286,Health,Books,Random House,Non-Fiction,32280,2492016
12287,Screwdriver set,Home Decor,Home Depot,Tools,60329,9034562
12292,Samsung Galaxy,Electronics,Sony,Smartphone,11791,2870431
12298,Towel rack,Home Decor,Bed Bath & Beyond,Bathroom,50745,7860867
12310,Shower curtain,Home Decor,Bed Bath & Beyond,Bathroom,41135,2033251
12315,Dystopian,Books,HarperCollins,Fiction,67517,1825137
12322,Flannel shirt,Clothing,Zara,Shirt,92339,9170044
12329,Picture frames,Home Decor,Home Depot,Decorations,29323,1769110
12336,Loafers,Clothing,Nike,Shoes,92671,8455687
12337,Classic literature,Books,Random House,Literature,80336,1238867
12344,Mirrors,Home Decor,IKEA,Decorations,39227,5927122
12347,Latte,Grocery,Nestle,Coffee,95411,4057160
12355,Biography,Books,Random House,Non-Fiction,77286,4467612
12362,Dress shirt,Clothing,Zara,Shirt,27346,1120189
12366,Desk lamps,Home Decor,IKEA,Lighting,35884,7737856
12367,Dining table,Home Decor,Home Depot,Furniture,65390,7749986
12373,Science,Books,HarperCollins,Non-Fiction,40921,3369320
12384,High heels,Clothing,Adidas,Shoes,78653,8790793
12385,Lenovo Tab,Electronics,Samsung,Tablet,16159,4861338
12393,Smart TV,Electronics,Sony,Television,66321,4514025
12401,Fruit punch,Grocery,Pepsi,Soft Drink,29347,2721826
12404,Pineapple juice,Grocery,Pepsi,Juice,46251,4738377
12429,Hammer,Home Decor,Home Depot,Tools,47287,2340157
12436,Artesian water,Grocery,Pepsi,Water,38742,5612301
12447,Asus ZenPad,Electronics,Samsung,Tablet,70029,9843396
12453,Dystopian,Books,Penguin Books,Fiction,42657,3304147
12471,Chocolate-covered nuts,Grocery,Nestle,Chocolate,43190,5044527
12494,Literary fiction,Books,Random House,Fiction,82952,4128425
12504,Crew neck tee,Clothing,Nike,T-shirt,78780,5510997
12511,Wireless headphones,Electronics,Sony,Headphones,30281,7271167
12523,Amazon Fire Tablet,Electronics,Samsung,Tablet,86998,3802397
12530,OLED TV,Electronics,Samsung,Television,98785,6388750
12542,Google Pixel Slate,Electronics,Apple,Tablet,10615,2026061
12548,Dining table,Home Decor,Home Depot,Furniture,63827,8114779
12555,LCD TV,Electronics,Sony,Television,84497,4551454
12559,Smart TV,Electronics,Sony,Television,84552,9063210
12566,Rugs,Home Decor,IKEA,Decorations,40960,6405165
12575,Sony Xperia,Electronics,Sony,Smartphone,12488,7782605
12582,Purified water,Grocery,Pepsi,Water,83018,7658107
12597,Mocha,Grocery,Nestle,Coffee,52977,2609602
12601,Nokia,Electronics,Sony,Smartphone,48911,8282215
12607,Desk,Home Decor,Home Depot,Furniture,69424,5100260
12611,Trench coat,Clothing,Adidas,Jacket,85231,5270619
12659,Button-down shirt,Clothing,Zara,Shirt,29032,9777898
12662,Smart TV,Electronics,Samsung,Television,30243,3914030
12694,Running shoes,Clothing,Nike,Shoes,33315,4720634
12705,Rugs,Home Decor,IKEA,Decorations,65797,2474654
12709,Polo shirt,Clothing,Zara,Shirt,78162,3245299
12711,Travel,Books,Penguin Books,Non-Fiction,45550,6197677
12715,Art supplies,Books,Penguin Books,Children's,29427,7647987
12717,History,Books,Random House,Non-Fiction,36325,7494954
12723,Inverter AC,Electronics,Mitsubhisi,Mitsubishi 1.5 Ton 3 Star Split AC,10852,4065751
12725,Level,Home Decor,Home Depot,Tools,38653,1761938
12727,Chino shorts,Clothing,Nike,Shorts,30215,3272971
12731,Books,Books,Penguin Books,Children's,67297,1515362
12755,Wall sconces,Home Decor,IKEA,Lighting,26376,4282035
12757,Distilled water,Grocery,Pepsi,Water,46640,7175549
12782,Pliers,Home Decor,Home Depot,Tools,98437,2393549
12796,Tomato juice,Grocery,Pepsi,Juice,65879,4324419
12799,Huawei P,Electronics,Samsung,Smartphone,70884,4907796
12806,Artesian water,Grocery,Pepsi,Water,77849,9064202
12837,Denim shorts,Clothing,Nike,Shorts,99460,4572901
12841,Root beer,Grocery,Pepsi,Soft Drink,38810,9017490
12854,Techno-thriller,Books,HarperCollins,Thriller,28986,2194445
12859,Mineral water,Grocery,Pepsi,Water,23141,2113800
12865,Huawei P,Electronics,Sony,Smartphone,21511,2536756
12868,Psychological thriller,Books,HarperCollins,Thriller,31944,7518816
12873,Acer Iconia Tab,Electronics,Apple,Tablet,51303,3994891
12882,Spring water,Grocery,Coca-Cola,Water,63749,1726822
12885,Orange soda,Grocery,Pepsi,Soft Drink,75310,2614608
12893,Lenovo Tab,Electronics,Samsung,Tablet,67322,7290930
12914,Rugs,Home Decor,Home Depot,Decorations,18333,4127420
12926,Cranberry juice,Grocery,Coca-Cola,Juice,86468,9177928
12940,Utility knife,Home Decor,Home Depot,Tools,93457,7204680
12943,Lemon-lime soda,Grocery,Pepsi,Soft Drink,96262,1998050
12948,Under cabinet lighting,Home Decor,IKEA,Lighting,85507,1851673
12961,Asus ZenPad,Electronics,Samsung,Tablet,74392,5816843
12998,Xiaomi Mi,Electronics,Apple,Smartphone,44969,2166812
13003,Science,Books,Random House,Non-Fiction,68937,6387933
13009,Compact refrigerator,Electronics,Whirepool,Fridge,88703,9124805
13027,Romance,Books,Penguin Books,Fiction,34359,3886472
13038,Mattress topper,Home Decor,Bed Bath & Beyond,Bedding,45060,8576017
13040,A-line dress,Clothing,Zara,Dress,39655,1021160
13045,Shower curtain,Home Decor,Bed Bath & Beyond,Bathroom,33171,5434793
13046,Candles,Home Decor,Home Depot,Decorations,80194,1313042
13051,LED TV,Electronics,Samsung,Television,64318,8731091
13052,Decorative pillows,Home Decor,Home Depot,Decorations,96253,1933602
13054,Desk,Home Decor,Home Depot,Furniture,63685,2795316
13060,Puzzles,Books,Penguin Books,Children's,14564,6838071
13066,Plush toys,Books,Penguin Books,Children's,27020,9516958
13081,Gaming headphones,Electronics,Sony,Headphones,16320,6055429
13104,Mineral water,Grocery,Pepsi,Water,32860,1919163
13109,Smart refrigerator,Electronics,Whirepool,Fridge,48884,3137722
13166,Bookshelf,Home Decor,Home Depot,Furniture,96673,5093660
13170,Adventure,Books,Penguin Books,Fiction,20994,8706263
13172,Cocktail dress,Clothing,Zara,Dress,49615,5073144
13188,Raglan tee,Clothing,Nike,T-shirt,49238,4140983
13195,Bodycon dress,Clothing,Zara,Dress,60555,6527716
13207,Dark chocolate,Grocery,Nestle,Chocolate,57715,6570450
13214,Dining table,Home Decor,Home Depot,Furniture,55299,1846399
13220,Peacoat,Clothing,Adidas,Jacket,69233,5682754
13225,Bathtub,Home Decor,Bed Bath & Beyond,Bathroom,79102,8490498
13261,Coffee table,Home Decor,Home Depot,Furniture,17498,7154425
13285,Alkaline water,Grocery,Pepsi,Water,87050,6469752
13288,Samsung Galaxy,Electronics,Sony,Smartphone,68760,5968545
13289,Crop top,Clothing,Nike,T-shirt,44498,2666869
13301,Instant coffee,Grocery,Nestle,Coffee,59904,6177442
13313,Puzzles,Books,Penguin Books,Children's,79776,7810750
13329,Recessed lighting,Home Decor,IKEA,Lighting,46588,3399666
13331,Henley tee,Clothing,Nike,T-shirt,25111,8310983
13347,Refrigerator,Home Decor,Bed Bath & Beyond,Kitchen,36687,9340950
13368,Sofa,Home Decor,IKEA,Furniture,16411,7484753
13371,Counter-depth refrigerator,Electronics,Whirepool,Fridge,86448,1774506
13372,Khaki shorts,Clothing,Nike,Shorts,75977,9900404
13377,Pliers,Home Decor,Home Depot,Tools,34744,5323499
13398,Crop top,Clothing,Adidas,T-shirt,67584,7888895
13401,Detective,Books,HarperCollins,Thriller,20577,7326684
13409,Plasma TV,Electronics,Samsung,Television,71203,4022783
13415,Xiaomi Mi,Electronics,Apple,Smartphone,80029,4412923
13416,Android TV,Electronics,Samsung,Television,56703,5509768
13422,Cargo shorts,Clothing,Nike,Shorts,12402,4812972
13426,Toilet paper holder,Home Decor,Bed Bath & Beyond,Bathroom,77807,2398962
13465,Coconut water,Grocery,Pepsi,Water,35084,9160741
13468,Mineral water,Grocery,Coca-Cola,Water,62507,7660924
13477,Sneakers,Clothing,Nike,Shoes,75292,1332861
13483,Nokia,Electronics,Samsung,Smartphone,54329,9987582
13494,Duvet cover,Home Decor,Bed Bath & Beyond,Bedding,21319,6704923
13497,Huawei P,Electronics,Samsung,Smartphone,21946,5503486
13500,Pendant lights,Home Decor,IKEA,Lighting,38802,9453077
13504,Business,Books,Penguin Books,Non-Fiction,42335,8174356
13508,Candles,Home Decor,IKEA,Decorations,54778,7757927
13516,Google Pixel,Electronics,Apple,Smartphone,93327,8315676
13523,Decorative pillows,Home Decor,Home Depot,Decorations,31134,7727168
13528,Varsity jacket,Clothing,Adidas,Jacket,34319,3102336
13544,Pomegranate juice,Grocery,Coca-Cola,Juice,16043,4565928
13547,Google Pixel,Electronics,Apple,Smartphone,28416,5118803
13584,Granola bars,Grocery,Nestle,Snacks,65223,2575426
13594,Chocolate cookies,Grocery,Nestle,Chocolate,84050,3825121
13601,Lemon-lime soda,Grocery,Pepsi,Soft Drink,12728,6151869
13622,Sparkling water,Grocery,Pepsi,Water,53983,4943019
13623,QLED TV,Electronics,Sony,Television,32984,1913447
13644,Science,Books,Random House,Non-Fiction,93479,7313869
13648,Dust ruffle,Home Decor,Bed Bath & Beyond,Bedding,22280,7901222
13665,Crop top,Clothing,Adidas,T-shirt,83926,4378019
13676,Straight-leg jeans,Clothing,Zara,Jeans,81889,2535580
13685,Espresso,Grocery,Nestle,Coffee,60564,6980169
13701,Puffer jacket,Clothing,Adidas,Jacket,43869,9241468
13713,Asus ZenPad,Electronics,Apple,Tablet,64625,2819726
13720,OLED TV,Electronics,Samsung,Television,34971,6319312
13726,4K TV,Electronics,Samsung,Television,82398,5102929
13730,Motorola Moto,Electronics,Samsung,Smartphone,60795,3200870
13738,Screwdriver set,Home Decor,Home Depot,Tools,89397,1917479
13745,Bottled water,Grocery,Pepsi,Water,88951,4316990
13751,Horror,Books,HarperCollins,Fiction,18685,9935466
13765,Coconut water,Grocery,Pepsi,Water,83855,3938704
13775,Smart refrigerator,Electronics,Whirepool,Fridge,47624,7671115
13782,Sparkling water,Grocery,Pepsi,Water,67884,1297706
13795,Blanket,Home Decor,Bed Bath & Beyond,Bedding,27133,5469879
13811,History,Books,Random House,Non-Fiction,94486,1141822
13830,LG G,Electronics,Samsung,Smartphone,19199,1491112
13832,Smart refrigerator,Electronics,Whirepool,Fridge,15891,3360800
13836,Horror,Books,Random House,Fiction,66819,1269655
13838,Cream soda,Grocery,Pepsi,Soft Drink,95611,1656756
13840,Oxfords,Clothing,Nike,Shoes,27391,7588800
